condition1A	condition1B	condition1C	condition2A	condition2B	condition2C	condition3A	condition3B	condition3C	condition4A	condition4B	condition4C	condition5	condition6
gene2932	0	0	0	0	0	0	0	0	0	0	0	0	48	198
gene2933	28	11	17	9	3	6	10	4	2	11	8	3	11	6
gene2934	0	0	0	0	0	0	0	0	0	0	0	0	48	18
gene2935	0	0	0	0	0	0	0	0	0	0	0	0	36	11
gene2936	0	0	0	0	0	0	0	0	0	0	0	0	21	0
gene2937	0	0	0	0	0	0	0	0	0	0	0	0	32	79
gene2938	0	0	0	1	0	0	11	8	6	28	21	13	14	0
gene2939	0	0	0	0	0	0	0	0	0	0	0	0	15	178
gene2940	11	4	8	2	0	2	1	1	0	1	0	0	8	4
gene2941	3	5	3	7	5	7	34	23	37	59	62	79	7	5
gene2942	0	0	0	0	0	0	0	0	0	0	0	0	48	0
gene2943	5	5	2	13	100	15	37	444	143	58	417	103	0	2
gene2944	0	0	1	4	0	17	117	70	78	27	23	15	15	0
gene2945	0	0	0	0	0	0	0	0	0	0	0	0	7	28
gene2946	9	11	5	15	27	12	56	65	64	67	74	99	10	5
gene2947	0	2	3	8	9	1	1	2	3	1	0	1	0	0
gene2948	0	0	0	10	9	2	17	25	44	28	56	23	4	0
gene2949	61	128	51	84	198	102	42	43	87	19	37	19	1	1
gene2950	10	18	30	8	7	19	116	95	141	79	56	56	0	0
gene2951	0	0	0	0	0	0	0	0	0	0	0	0	0	82
gene2952	11	8	6	8	11	9	38	53	53	205	219	267	8	6
gene2953	3	4	4	1	1	2	3	2	3	1	2	1	37	307
gene2954	0	0	0	0	0	0	0	0	0	0	0	0	113	14
gene2955	0	1	0	0	0	0	0	0	0	0	0	0	0	50
gene2956	0	0	0	0	0	0	0	0	0	0	0	0	1	14
gene2957	0	0	0	0	0	0	0	0	0	0	0	0	6	37
gene2958	1	0	2	1	0	1	4	6	8	1	3	1	4	785
gene2959	0	0	0	0	0	0	0	0	0	0	0	0	174	18
gene2960	0	0	1	0	0	0	0	0	0	0	0	0	8	46
gene2961	0	1	1	5	7	5	20	54	39	59	97	92	0	0
gene2962	0	0	0	0	0	0	0	0	0	0	0	0	17	66
gene2963	0	0	0	0	0	0	0	0	0	0	0	0	17	1
gene2964	0	0	0	0	0	0	0	0	0	0	0	0	2	20
gene2965	0	0	0	0	0	0	0	0	0	0	0	0	421	124
gene2966	0	0	0	0	0	0	0	0	0	0	0	0	0	26
gene2967	0	0	0	0	0	0	0	0	0	0	0	0	37	99
gene2968	0	0	0	0	0	0	0	0	0	0	0	0	52	19
gene2969	0	0	0	0	0	0	0	0	0	0	0	0	27	8
gene2970	0	0	0	0	0	0	0	0	0	0	0	0	3	17
gene2971	6	12	10	16	21	22	60	79	67	65	51	137	4	3
gene2972	0	0	0	0	0	0	0	0	0	0	0	0	23	64
gene2973	11	13	10	10	11	11	20	20	20	11	12	12	7	48
gene2974	0	0	0	0	0	0	0	0	0	0	0	0	254	115
gene2975	0	0	1	0	0	1	0	0	0	0	0	0	105	63
gene2976	0	0	0	0	0	0	0	0	0	0	0	0	712	159
gene2977	1	4	1	3	9	1	6	5	6	1	1	1	1	1
gene2978	0	0	0	0	0	0	0	0	0	0	0	0	19	5
gene2979	1	4	1	4	7	10	3	4	3	6	5	13	2	9
gene2980	0	0	1	9	5	5	8	15	12	25	22	27	21	2
gene2981	0	0	0	0	0	0	0	0	0	0	0	0	19	5
gene2982	0	0	0	0	0	0	0	0	0	0	0	0	1	24
gene2983	0	0	0	0	0	0	0	0	0	0	0	0	16	41
gene2984	63	39	52	71	37	42	14	20	29	7	8	7	49	20
gene2985	0	0	0	0	0	0	0	0	0	0	0	0	53	14
gene2986	0	0	0	0	0	0	0	0	0	0	0	0	1	311
gene2987	0	0	0	1	1	1	1	0	1	10	6	6	12	13
gene2988	1	0	2	73	21	35	46	41	52	16	17	33	0	0
gene2989	0	0	0	0	0	0	0	0	0	0	0	0	23	2
gene2990	0	0	0	0	0	0	0	0	0	0	0	0	1	21
gene2991	0	0	0	0	0	0	0	0	0	0	0	0	19	1
gene2992	0	0	0	0	0	0	0	0	0	0	0	0	10	2752
gene2993	4	2	2	2	2	2	4	3	2	2	2	1	2	15
gene2994	2	1	2	0	0	1	0	0	0	0	0	0	41	15
gene2995	0	0	0	0	0	0	0	0	0	0	0	0	15	46
gene2996	0	0	0	0	0	0	0	0	0	0	0	0	1	225
gene2997	2	4	9	22	9	13	19	38	80	76	101	197	23	24
gene2998	0	0	0	7	14	7	39	80	68	60	68	91	0	1
gene2999	0	0	0	0	0	0	0	0	0	0	0	0	183	79
gene3000	0	0	0	0	0	0	0	0	0	0	0	0	9	66
gene3001	0	0	0	0	0	0	0	0	0	0	0	0	54	25
gene3002	0	0	0	0	0	0	0	0	0	0	0	0	8	31
gene3003	14	9	28	7	3	10	20	22	29	8	11	10	0	0
gene3004	1	1	0	5	13	5	3	7	4	6	11	16	0	0
gene3005	0	0	0	0	0	0	0	0	0	0	0	0	8	0
gene3006	0	0	0	0	0	0	0	0	0	0	0	0	483	134
gene3007	0	0	0	12	4	4	5	10	20	8	15	15	4	0
gene3008	0	0	0	1	0	0	2	1	0	1	0	0	36	13
gene3009	0	3	1	21	13	4	11	8	32	24	19	15	0	0
gene3010	2	8	2	16	7	5	123	193	124	262	338	240	16	1
gene3011	2	8	1	8	14	7	21	49	53	25	18	34	0	0
gene3012	0	5	0	2	10	9	3	2	8	2	4	4	21	0
gene3013	1	3	2	15	12	10	34	59	65	199	248	120	2	0
gene3014	0	0	0	0	0	0	0	0	0	0	0	0	21	0
gene3015	0	0	0	4	9	0	0	0	0	0	0	0	0	0
gene3016	11	13	14	12	11	14	9	8	11	11	9	10	710	152
gene3017	0	0	0	0	0	0	0	0	0	0	0	0	6	31
gene3018	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gene3019	62	68	49	51	63	52	179	114	143	74	59	80	19	97
gene3020	0	0	0	0	0	0	0	0	0	0	0	0	151	72
gene3021	0	0	0	0	0	0	0	0	0	0	0	0	245	78
gene3022	1	11	2	13	11	13	18	28	24	19	17	25	5	2
gene3023	0	0	0	0	0	0	0	0	0	0	0	0	22	4
gene3024	0	0	0	1	0	0	1	1	1	1	1	0	19	5
gene3025	1	3	2	8	30	10	20	31	32	86	117	113	3	1
gene3026	4	4	3	7	5	5	14	7	11	9	4	4	38	3
gene3027	2	3	2	29	40	19	54	73	73	89	124	102	15	3
gene3028	0	0	0	1	0	0	0	0	0	0	0	0	0	24
gene3029	1	0	2	36	10	19	100	120	104	39	35	36	0	0
gene3030	0	0	0	0	0	0	0	0	0	0	0	0	0	21
gene3031	2	8	0	5	9	12	0	1	1	0	0	0	2	1
gene3032	0	0	0	0	0	0	0	0	0	0	0	0	4	24
gene3033	0	0	0	1	0	1	0	0	1	1	0	0	47	11
gene3034	0	0	0	0	0	0	0	0	0	0	0	0	10	201
gene3035	0	0	0	0	0	0	0	0	0	0	0	0	143	57
gene3036	0	0	0	0	0	0	0	0	0	0	0	0	4	20
gene3037	20	23	46	3	1	19	1	0	2	0	0	0	7	15
gene3038	0	0	0	0	0	0	0	0	0	0	0	0	0	49
gene3039	3	6	4	10	16	6	21	27	21	25	14	44	71	11
gene3040	0	1	0	2	2	1	0	1	1	5	4	7	0	0
gene3041	0	1	1	13	2	2	0	0	0	0	0	0	0	0
gene3042	0	0	0	0	0	0	0	0	0	0	0	0	31	59
gene3043	7	6	6	4	3	4	4	4	3	3	3	1	2	16
gene3044	18	102	11	190	197	5	224	232	320	155	232	37	106	34
gene3045	0	0	0	0	0	0	0	1	1	1	1	3	14	34
gene3046	0	0	0	0	0	0	0	0	0	0	0	0	38	1
gene3047	0	0	0	0	0	0	0	0	0	0	0	0	10	36
gene3048	0	0	0	0	0	0	0	0	0	0	0	0	47	2
gene3049	0	0	0	0	0	0	0	0	0	0	0	0	26	3
gene3050	0	0	0	0	1	0	0	0	0	0	0	0	41	16
gene3051	0	0	0	0	0	0	0	0	0	0	0	0	22	5
gene3052	0	0	0	0	0	0	0	0	0	0	0	0	236	86
gene3053	2	1	2	6	9	5	15	16	14	14	15	13	7	0
gene3054	0	0	0	0	0	0	0	0	0	0	0	0	2	54
gene3055	0	0	0	0	0	0	0	0	0	0	0	0	16	1
gene3056	6	45	4	52	133	51	235	265	328	530	593	530	87	25
gene3057	1	0	1	1	0	2	6	3	9	1	1	0	0	0
gene3058	1	2	2	1	15	13	23	38	38	304	371	786	36	3
gene3059	0	0	0	0	0	0	0	0	0	0	0	0	3	20
gene3060	0	1	1	1	1	0	0	1	1	0	0	0	146	54
gene3061	0	0	0	0	12	2	0	0	0	0	0	0	2	0
gene3062	0	0	0	0	0	0	0	0	0	0	0	0	24	1
gene3063	0	0	0	0	0	0	0	0	0	0	0	0	63	33
gene3064	4	12	6	1	0	2	1	1	0	1	1	1	0	0
gene3065	0	0	0	0	0	0	0	0	0	0	0	0	7	64
gene3066	9	9	8	9	20	10	20	18	15	34	40	49	3	4
gene3067	0	0	0	5	4	0	8	14	36	42	53	51	1	2
gene3068	0	0	0	0	0	0	0	0	0	0	1	1	35	0
gene3069	0	0	0	0	0	0	0	0	0	0	0	0	13	48
gene3070	13	18	8	21	32	19	10	23	12	12	11	12	2	19
gene3071	25	35	33	16	9	29	2	2	3	1	1	1	1	17
gene3072	0	0	0	0	0	0	0	0	0	0	0	0	23	0
gene3073	43	36	36	26	25	33	29	20	29	17	20	14	14	114
gene3074	2	1	7	2	1	4	31	44	44	31	18	18	0	0
gene3075	2	2	1	2	3	2	3	5	3	10	11	16	2	1
gene3076	1	0	0	0	0	0	0	0	0	0	0	0	9	39
gene3077	0	0	0	0	0	0	0	0	0	0	0	0	0	30
gene3078	0	0	0	0	0	0	0	0	0	0	0	0	5	19
gene3079	21	57	47	54	102	101	120	206	157	171	159	180	45	11
gene3080	0	0	0	0	0	0	0	0	0	0	0	0	0	178
gene3081	13	13	5	16	28	13	4	4	3	7	4	6	3	6
gene3082	0	2	0	2	5	1	0	1	0	0	0	0	1	13
gene3083	0	0	0	0	0	0	0	0	0	0	0	0	35	308
gene3084	10	6	9	4	4	2	3	5	2	1	2	1	20	54
gene3085	0	0	0	0	0	0	0	0	0	0	0	0	18	52
gene3086	16	4	5	1	1	2	0	0	0	0	0	0	1	0
gene3087	0	0	0	0	0	0	0	0	0	0	0	0	9	26
gene3088	0	0	0	0	0	0	0	0	0	0	0	0	4	24
gene3089	0	0	0	0	0	0	0	1	1	1	1	0	5	27
gene3090	121	84	0	126	101	85	0	0	0	0	0	0	1	2
gene3091	1	1	2	2	1	2	2	3	2	1	1	1	71	25
gene3092	0	0	0	0	0	0	0	0	0	0	0	0	98	5
gene3093	3	2	1	3	5	2	2	3	5	2	2	1	2	13
gene3094	0	0	0	0	0	0	0	0	0	0	0	0	45	101
gene3095	15	16	17	4	1	7	7	5	4	3	1	3	7	3
gene3096	9	5	17	5	6	4	7	3	6	13	3	28	4	21
gene3097	0	0	0	0	0	0	0	0	0	0	0	0	94	22
gene3098	1	1	2	4	2	4	8	12	19	25	33	55	6	8
gene3099	1	4	0	34	20	2	12	13	7	22	58	25	436	440
gene3100	0	0	1	6	7	13	35	80	44	159	179	208	3	0
gene3101	0	0	0	0	0	0	1	1	0	17	10	12	0	0
gene3102	0	0	0	0	0	0	0	0	0	0	0	0	108	0
gene3103	1	3	1	2	2	4	5	5	6	5	3	6	6	69
gene3104	0	1	0	7	7	2	1	2	2	2	3	2	1	2
gene3105	4	7	18	15	15	13	10	23	17	177	122	234	38	18
gene3106	0	0	0	0	0	0	0	0	0	0	0	0	3	26
gene3107	2	3	4	3	3	4	5	7	6	5	4	5	2	31
gene3108	13	13	16	8	5	9	16	11	11	7	8	4	6	90
gene3109	0	0	0	0	0	0	0	0	0	0	0	0	15	0
gene3110	0	0	0	0	0	0	0	0	0	0	0	1	2	19
gene3111	3	6	6	13	14	13	9	8	16	33	27	43	59	18
gene3112	42	35	99	17	16	35	1	0	1	0	0	1	2	0
gene3113	0	0	0	0	0	0	0	0	0	0	0	0	3	33
gene3114	0	0	0	0	0	0	0	0	0	0	0	0	6	57
gene3115	0	0	0	0	0	0	0	0	0	0	0	0	29	72
gene3116	0	0	0	0	0	0	0	0	0	0	0	0	8	26
gene3117	0	0	0	0	0	0	0	0	0	0	0	0	391	130
gene3118	33	25	18	47	55	31	44	37	55	72	94	61	163	462
gene3119	36	55	114	18	8	40	9	5	5	6	2	7	43	14
gene3120	0	7	2	2	0	5	102	53	24	81	11	25	9	0
gene3121	15	8	5	8	9	7	27	18	21	8	8	13	11	66
gene3122	8	23	15	24	22	41	46	59	59	81	104	48	2	1
gene3123	0	0	0	0	0	0	0	0	0	0	0	0	40	19
gene3124	1	2	5	1	2	2	5	4	4	28	11	17	1	2
gene3125	0	0	0	0	0	0	0	0	0	0	0	0	5	25
gene3126	7	7	5	10	11	6	12	16	15	33	49	25	5	3
gene3127	0	0	0	0	0	0	0	0	0	0	0	0	8	48
gene3128	2	4	2	6	3	2	31	29	51	96	161	46	11	27
gene3129	0	0	0	0	0	0	0	0	0	0	0	0	65	15
gene3130	18	16	244	50	13	53	2	0	0	1	0	0	0	1
gene3131	0	0	1	0	0	1	6	4	4	3	3	0	13	208
gene3132	0	0	0	0	0	0	0	0	0	0	0	0	457	39
gene3133	0	0	0	0	0	0	0	0	0	0	1	0	53	10
gene3134	0	0	0	0	0	0	0	0	0	0	0	0	50	1
gene3135	0	0	0	0	0	0	0	0	0	0	0	0	2	23
gene3136	1	0	0	0	0	0	1	1	1	0	0	0	1	351
gene3137	0	0	0	0	0	0	0	0	0	0	0	0	8	0
gene3138	7	11	29	1	0	4	3	1	1	2	0	1	1	0
gene3139	34	37	40	40	34	35	34	36	47	39	49	34	19	62
gene3140	0	0	1	0	0	0	1	1	1	1	0	0	6	94
gene3141	0	0	0	0	0	0	0	0	0	0	0	0	27	219
gene3142	2	0	1	5	18	3	0	0	0	0	0	0	0	0
gene3143	15	17	27	15	10	16	14	13	14	6	5	4	6	3
gene3144	1	1	1	1	1	1	3	5	7	4	6	6	85	17
gene3145	73	44	63	24	30	14	19	14	14	30	19	21	69	39
gene3146	0	0	0	0	0	0	0	0	0	0	0	1	51	21
gene3147	7	13	8	50	37	24	25	26	38	129	132	134	0	0
gene3148	30	15	11	34	25	17	14	18	11	28	45	30	12	8
gene3149	0	0	0	0	0	0	0	0	0	0	0	0	16	39
gene3150	5	4	5	5	5	4	17	18	22	9	9	8	5	12
gene3151	31	87	42	71	149	101	64	110	87	156	134	183	26	9
gene3152	10	5	7	2	0	1	6	4	4	3	2	3	0	2
gene3153	0	2	0	2	3	1	0	0	1	0	0	0	18	5
gene3154	0	0	0	0	0	0	0	0	0	0	0	0	1	21
gene3155	1	0	2	0	0	0	0	0	0	0	0	0	21	68
gene3156	44	18	16	28	26	19	6	10	9	5	4	4	29	76
gene3157	10	19	9	8	21	11	8	8	6	26	64	32	1	2
gene3158	0	0	0	0	0	0	0	0	0	0	0	0	18	180
gene3159	8	6	4	4	4	5	12	11	9	7	7	9	14	44
gene3160	0	0	1	1	0	0	10	10	5	15	38	5	0	0
gene3161	2	2	1	2	2	1	4	6	3	4	4	7	5	29
gene3162	0	1	8	2	1	2	16	12	7	48	19	30	0	0
gene3163	0	0	0	0	0	0	0	0	0	0	0	0	2	15
gene3164	0	0	0	0	0	0	0	0	0	0	0	0	2	850
gene3165	0	0	0	0	0	0	0	0	0	0	0	0	0	23
gene3166	2	8	4	14	28	11	32	43	58	35	46	42	4	2
gene3167	0	0	0	0	0	0	0	0	0	0	0	0	57	3
gene3168	0	1	1	2	7	5	2	11	4	77	52	86	9	21
gene3169	0	0	0	0	0	0	0	0	0	0	0	0	20	45
gene3170	0	0	0	0	0	0	0	0	0	0	0	0	19	80
gene3171	0	1	0	6	12	2	4	15	7	14	33	23	0	0
gene3172	6	7	28	10	1	13	25	11	5	7	4	2	88	26
gene3173	0	0	0	0	0	0	0	0	0	0	0	0	34	66
gene3174	29	42	75	3	1	11	8	7	9	6	5	5	181	84
gene3175	0	0	0	1	0	0	0	0	1	0	0	0	36	18
gene3176	0	0	0	0	0	0	0	0	0	0	0	0	22	3
gene3177	0	0	0	0	0	1	0	0	0	0	0	0	3	20
gene3178	1	0	0	3	2	2	17	53	40	67	84	93	3	0
gene3179	0	0	0	0	0	0	0	0	0	0	0	0	48	14
gene3180	119	199	206	56	60	36	8	0	0	3	2	0	193	90
gene3181	1	3	1	16	45	15	4	27	10	10	38	9	5	0
gene3182	0	0	0	0	0	0	0	0	0	0	0	0	7	23
gene3183	5	4	3	6	6	4	6	7	6	15	12	22	7	6
gene3184	0	0	0	0	0	0	0	0	0	0	0	0	104	34
gene3185	0	0	0	0	0	0	0	0	0	0	0	0	4	1861
gene3186	3	5	3	12	13	7	10	15	8	24	14	30	27	10
gene3187	52	27	71	10	3	8	0	0	0	0	0	0	1	1
gene3188	0	0	0	0	0	0	0	0	0	0	0	0	298	127
gene3189	0	0	0	0	0	0	0	0	0	0	0	0	40	15
gene3190	0	0	0	0	0	0	0	0	0	0	0	0	1	22
gene3191	0	0	0	1	3	0	3	1	0	12	14	11	0	0
gene3192	0	1	0	2	2	2	51	64	34	127	302	152	33	11
gene3193	10	9	9	7	8	7	18	24	20	8	10	6	3	47
gene3194	4	5	3	8	20	8	4	3	3	6	7	6	2	11
gene3195	0	0	0	1	8	8	0	0	0	0	0	1	699	303
gene3196	0	0	0	1	0	1	3	6	2	10	5	18	2	2
gene3197	1	1	1	1	1	1	1	1	1	2	1	1	40	19
gene3198	0	0	0	0	0	0	0	0	0	0	0	0	2	84
gene3199	0	0	0	0	0	0	0	0	0	0	0	0	68	9
gene3200	3	4	5	4	5	6	5	6	5	15	15	17	36	24
gene3201	2	1	2	1	1	2	7	5	4	3	2	4	2	21
gene3202	9	5	8	1	0	1	7	4	1	6	2	1	1	2
gene3203	0	2	1	3	2	2	21	19	23	14	8	9	236	5
gene3204	0	0	0	0	0	0	0	0	0	0	0	0	85	26
gene3205	0	0	0	1	2	1	8	8	14	86	100	54	0	0
gene3206	2	4	2	6	10	6	3	5	5	11	14	14	1	1
gene3207	0	0	0	0	0	0	0	0	0	0	0	0	29	67
gene3208	0	0	0	0	0	0	0	0	0	0	0	0	407	21
gene3209	0	0	0	1	0	0	0	0	0	0	0	0	5	21
gene3210	0	0	0	0	0	0	0	0	0	0	0	0	1	27
gene3211	2	3	3	1	2	1	1	1	1	1	1	0	0	24
gene3212	0	0	0	0	0	0	0	0	0	0	0	0	63	236
gene3213	0	0	0	0	0	0	0	0	0	0	0	0	24	7
gene3214	0	0	0	0	0	0	0	0	0	0	0	0	37	276
gene3215	0	0	0	0	0	0	0	0	0	0	0	0	2	30
gene3216	1	4	6	1	2	5	15	14	19	8	9	7	0	7
gene3217	0	0	0	0	0	0	0	0	0	0	0	0	60	1
gene3218	0	0	0	0	0	0	0	0	0	0	0	0	7	33
gene3219	3	4	2	5	14	7	6	7	6	12	15	16	0	0
gene3220	1	0	0	5	2	2	1	1	3	1	0	1	17	0
gene3221	1	1	1	1	3	1	7	7	10	16	23	20	1	1
gene3222	0	0	0	0	0	0	0	0	0	0	0	0	23	301
gene3223	1	4	1	35	47	22	44	84	67	144	210	201	27	2
gene3224	8	4	4	3	1	3	8	6	4	20	10	26	2	1
gene3225	13	24	19	29	72	37	43	49	57	104	138	157	253	209
gene3226	0	0	0	0	0	0	0	0	0	0	0	0	8	252
gene3227	0	0	0	0	0	0	0	0	1	9	4	0	4	0
gene3228	0	1	0	0	0	1	2	1	1	8	1	1	0	22
gene3229	0	0	0	0	0	0	0	0	0	0	0	0	3	17
gene3230	0	0	0	0	0	0	0	0	0	0	0	0	5	19
gene3231	12	10	11	17	16	18	14	23	15	35	46	41	90	89
gene3232	0	0	0	0	0	0	0	0	0	0	0	0	3	21
gene3233	0	0	0	0	0	0	0	0	0	0	0	0	68	38
gene3234	0	0	0	0	0	0	0	0	0	0	0	0	6	35
gene3235	0	0	0	0	0	0	0	0	0	0	0	0	1	457
gene3236	0	0	0	2	1	0	1	1	0	1	4	1	54	0
gene3237	1	5	10	4	9	10	2	4	1	1	1	0	51	13
gene3238	0	0	0	0	0	0	0	0	0	0	0	0	49	15
gene3239	0	0	0	8	3	1	1	0	1	6	3	5	900	319
gene3240	0	0	0	0	0	0	0	0	0	0	0	0	24	365
gene3241	10	33	13	57	63	14	83	60	147	287	206	227	71	22
gene3242	2	2	1	2	1	1	9	9	17	35	44	32	0	0
gene3243	0	0	0	1	0	0	23	17	8	60	22	37	2	0
gene3244	0	0	0	0	0	0	0	0	0	0	0	0	2	31
gene3245	0	0	0	0	0	0	0	0	0	0	0	0	2	31
gene3246	0	0	0	0	0	0	0	0	0	0	0	0	17	1
gene3247	1	0	1	0	0	0	0	1	0	0	0	0	17	4
gene3248	13	6	1	204	292	104	335	411	668	271	480	512	0	0
gene3249	4	2	17	3	0	5	5	2	2	3	1	1	55	15
gene3250	2	1	0	1	1	1	1	1	1	1	1	1	17	53
gene3251	0	0	0	4	5	3	18	31	20	16	20	29	3	0
gene3252	1	1	1	1	1	2	10	9	15	68	49	24	1	14
gene3253	3	13	6	4	3	10	41	29	44	18	12	12	11	2
gene3254	2	4	1	7	10	11	14	17	20	10	13	15	2	0
gene3255	0	0	0	0	0	0	0	0	0	0	0	0	4	20
gene3256	5	11	12	1	0	1	3	1	1	2	0	1	6	4
gene3257	6	23	67	12	7	12	68	44	62	78	39	72	0	5
gene3258	0	0	0	0	0	0	0	0	0	0	0	0	6	2677
gene3259	0	0	0	0	0	0	1	1	0	2	1	0	8	0
gene3260	0	0	0	0	0	0	0	0	0	0	0	0	1	17
gene3261	0	0	0	0	0	0	0	0	0	0	0	0	6	21
gene3262	0	0	0	0	0	0	0	0	0	0	0	0	20	0
gene3263	0	0	0	0	0	0	0	0	0	0	0	0	35	1
gene3264	0	0	0	0	0	0	0	0	0	0	0	0	46	15
gene3265	0	0	0	0	0	0	0	0	0	0	0	0	1	23
gene3266	0	0	0	0	0	0	0	0	0	0	0	0	58	1
gene3267	0	0	0	0	0	0	0	0	0	0	0	0	3	39
gene3268	91	18	38	7	1	8	1	1	2	0	0	0	0	0
gene3269	3	3	3	6	2	3	4	4	3	10	17	20	6	3
gene3270	0	0	0	0	0	0	0	0	0	0	0	0	4	58
gene3271	0	0	0	0	0	0	0	0	0	0	0	0	123	66
gene3272	116	71	39	75	43	47	39	46	46	10	15	5	0	0
gene3273	0	0	0	0	0	0	0	0	0	0	0	0	89	41
gene3274	0	0	0	0	0	0	0	0	0	0	0	0	0	22
gene3275	3	1	2	1	0	1	0	0	1	0	0	0	0	48
gene3276	0	0	0	0	0	0	0	0	0	0	0	0	93	52
gene3277	22	14	26	8	9	3	0	1	1	1	1	1	6	6
gene3278	3	4	2	13	13	5	1	3	3	1	2	2	8	7
gene3279	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gene3280	16	16	31	5	5	11	12	9	11	4	5	2	0	0
gene3281	0	0	0	0	0	0	0	0	0	0	0	0	5	56
gene3282	181	39	63	34	47	25	4	3	7	7	10	3	14	15
gene3283	0	0	0	0	0	0	0	0	0	0	0	0	37	15
gene3284	0	0	0	0	0	0	0	0	0	0	0	0	8	0
gene3285	18	30	17	38	98	42	75	117	128	331	238	404	5	9
gene3286	5	3	4	2	1	2	2	3	3	1	1	1	16	52
gene3287	1	3	1	27	332	23	21	25	69	27	53	102	3	0
gene3288	0	0	0	2	1	1	1	7	2	5	24	14	1	0
gene3289	4	10	6	62	72	48	55	114	74	64	43	99	9	9
gene3290	0	0	0	5	0	1	0	0	0	0	0	0	23	87
gene3291	0	0	0	2	0	1	28	15	9	32	21	22	2	18
gene3292	0	0	0	3	12	0	0	0	0	0	0	0	0	0
gene3293	0	0	0	0	0	0	0	0	0	0	0	0	1	27
gene3294	12	26	24	4	3	5	13	7	2	9	4	4	24	18
gene3295	0	0	0	0	1	0	0	0	0	0	0	0	24	2016
gene3296	0	0	0	0	0	0	0	0	0	0	0	0	1	11
gene3297	0	0	1	0	0	0	0	0	0	0	0	0	448	192
gene3298	0	0	0	0	0	0	0	0	0	0	0	0	25	2
gene3299	0	0	0	0	0	0	1	1	1	1	0	0	42	17
gene3300	0	0	0	0	0	0	0	0	0	0	0	0	4	19
gene3301	8	6	7	4	2	4	0	2	0	0	0	0	18	56
gene3302	17	16	13	14	15	12	10	11	9	9	8	9	361	70
gene3303	24	13	11	12	16	9	119	68	58	47	33	40	20	21
gene3304	0	1	1	3	2	2	2	3	2	12	14	16	3	3
gene3305	0	0	0	0	0	0	0	0	0	0	0	0	67	26
gene3306	0	0	0	0	0	0	0	0	0	0	0	0	33	12
gene3307	0	1	0	1	8	3	1	2	2	4	2	7	2	0
gene3308	0	0	0	0	0	0	0	0	0	0	0	0	63	36
gene3309	2	5	2	3	4	4	4	2	2	15	12	18	12	11
gene3310	2	5	1	15	34	10	16	35	24	27	19	37	5	9
gene3311	0	0	3	2	1	2	0	0	0	0	0	0	22	3
gene3312	2	9	1	6	18	6	2	2	1	4	2	5	2	5
gene3313	0	0	0	0	0	0	0	0	0	0	0	0	9	27
gene3314	0	0	0	0	0	0	0	0	0	0	0	0	25	8
gene3315	2	9	0	14	39	19	12	20	26	11	11	11	1	5
gene3316	6	6	15	1	1	5	2	2	2	1	1	1	3	2
gene3317	0	0	0	0	0	0	2	1	1	3	2	1	2	21
gene3318	1	2	1	4	10	4	3	6	3	7	8	13	38	28
gene3319	0	0	0	0	0	0	0	0	0	0	0	0	73	0
gene3320	55	226	38	139	605	20	62	27	40	15	14	33	4	4
gene3321	0	0	0	1	0	1	2	2	1	2	0	2	11	2
gene3322	0	0	0	0	0	0	0	0	0	0	0	0	6	28
gene3323	0	0	0	13	7	2	4	10	3	63	65	122	113	21
gene3324	0	0	0	0	0	0	0	0	0	0	0	0	9	48
gene3325	3	12	25	77	15	49	23	41	24	14	29	9	0	1
gene3326	1	0	0	0	0	0	0	0	0	0	0	0	12	38
gene3327	0	0	0	0	0	0	0	0	0	0	0	0	0	17
gene3328	0	0	0	0	0	0	0	0	0	0	0	0	26	0
gene3329	1	1	2	0	0	0	1	2	1	0	1	0	0	41
gene3330	0	0	0	0	0	0	0	0	0	0	0	0	30	11
gene3331	0	0	0	0	0	0	0	0	0	0	0	0	0	9
gene3332	0	0	0	0	0	0	0	0	0	0	0	0	15	3
gene3333	0	0	0	0	0	0	0	0	0	0	1	0	38	88
gene3334	0	0	0	0	0	0	0	0	0	0	0	0	13	125
gene3335	0	0	0	0	0	0	0	0	0	0	0	0	82	1
gene3336	0	0	0	0	0	0	0	0	0	0	0	0	40	12
gene3337	0	0	2	0	0	0	3	1	1	4	3	1	3	264
gene3338	0	0	0	3	4	2	1	2	2	10	11	10	1	2
gene3339	8	14	10	26	25	25	6	15	8	13	14	33	4	1
gene3340	101	82	89	34	33	36	49	41	30	32	54	20	112	92
gene3341	6	18	7	27	30	21	16	22	16	37	43	40	1	0
gene3342	10	5	3	4	4	3	9	6	9	4	2	4	6	118
gene3343	5	5	6	4	3	5	8	8	8	9	9	9	5	64
gene3344	0	0	0	0	0	0	0	0	0	0	0	0	66	33
gene3345	3	4	4	20	26	18	58	101	65	87	141	92	38	283
gene3346	0	0	0	0	0	0	0	0	0	0	0	0	12	60
gene3347	0	0	0	0	0	0	0	0	0	0	0	0	1	13
gene3348	2	1	2	1	1	1	2	1	1	1	1	1	68	40
gene3349	2	2	3	4	7	2	5	8	7	4	8	5	25	6
gene3350	6	7	5	6	5	5	6	7	6	5	4	4	19	62
gene3351	5	22	4	34	50	35	78	85	73	67	74	53	7	25
gene3352	49	17	18	32	33	20	16	20	16	30	52	36	3	0
gene3353	3	9	6	1	1	4	32	25	17	29	40	8	9	0
