no. samples with count > 0	no. samples with count >= 5	no. samples with count >= 10	pre-VST median expression	pre-VST mean expression	pre-VST expression variance	post-VST median expression	post-VST mean expression	post-VST expression variance
g0324	7	0	0	1.01587039096631	1.14181715657426	0.980396962327735	4.05737108164383	4.0031528465779	0.0686335190789738
g0325	4	0	0	0	0.683998506500242	0.943515142131144	3.6491789472175	3.85741902010828	0.0763212900847694
g0326	8	7	5	9.46913423082027	11.3415247150476	102.506396005855	4.86457627529403	4.75269046822686	0.517751809736393
g0327	5	1	0	0.747308884226315	1.744581421945	4.80070752631022	3.89693307639325	4.0151061471141	0.164217242246299
g0328	5	1	0	0.747308884226315	1.9092889840423	5.19316322465792	3.89693307639325	4.03379343775519	0.177869311029376
g0329	7	4	3	1.35925091472544	9.08548057126129	235.634916550995	4.11887476052344	4.44714707291834	0.711198016328336
g0330	9	9	8	20.4671867633022	20.2342808787932	149.634494607268	5.38236295824276	5.23282315683913	0.432429010275589
g0331	9	7	3	7.591691201346	7.59394062418906	19.485893773785	4.74486796630054	4.65898647367255	0.184053352690236
g0332	10	9	7	12.1899415460746	12.0324961334767	30.0933426133817	5.01918022251255	4.97423470842563	0.0863368682249844
g0333	8	1	0	2.64825373998614	2.75117211914207	6.07597955124096	4.30489453966264	4.21738671548816	0.133343524728085
g0334	5	0	0	0.447710674925327	1.08512753879265	1.84169784727831	3.84131947977252	3.93877687570315	0.103468263356965
g0335	8	2	1	1.38544788375654	4.39476277382244	75.5535173992993	4.12470267398166	4.23812974765497	0.340289874339986
g0337	10	9	9	22.5703375787482	22.4439517535965	105.044969649762	5.46225330282697	5.39045120045301	0.20024077794055
g0338	10	10	10	180.109517803099	252.651425201328	29791.5935604113	7.6732289694119	7.94404934044076	0.451011433417696
g0339	10	10	8	36.5534221268418	45.9390327274548	1206.73164698832	5.84655320248419	5.89433333993079	0.640772828085704
g0340	10	10	10	83.762112391964	90.6000015325235	1153.45738197119	6.74656370775126	6.77544661626629	0.195212356171517
g0341	9	3	0	3.28546046815394	3.5476829661597	8.2818547010113	4.3788507731604	4.32438664132254	0.124485818725985
g0342	8	4	2	4.50253396906478	5.89685365534972	34.1591445851564	4.50094651109644	4.44573396223887	0.311416682722627
g0343	10	10	10	60.625418062254	75.2513779505839	2508.63426618584	6.38889985917155	6.46998811953214	0.458311075227374
g0344	10	10	10	138.714885667746	139.042781195465	602.792423254994	7.34703497354725	7.33487713392332	0.0493252577663088
g0345	10	10	10	235.912005690163	259.510754578296	4745.63305830509	8.02457386561551	8.11669529009754	0.0998011663174816
g0346	10	10	10	116.906654579806	123.736267344098	623.265366548403	7.13826673705934	7.190449936246	0.0495908408525679
g0347	10	10	10	55.7453401766405	62.4613777186025	1175.39773182688	6.3005650671176	6.31557114068172	0.315831207085068
g0348	10	10	10	635.914112254167	905.986573781521	1198469.46657319	9.35870209796401	8.99298297726729	3.08948738589447
g0350	10	10	10	842.37911541919	1140.81640480233	581452.212645853	9.75868593147814	9.94237019288681	0.762246240368679
g0351	10	10	10	56.7604287375317	61.5664744203376	181.492889432386	6.31976542787544	6.38953938011928	0.0488545759004124
g0352	10	10	10	132.28582452191	155.671541637422	5002.27226211532	7.28768871128641	7.39798537365078	0.281970920372089
g0353	9	7	6	11.3815150866225	11.633461687113	71.8112878560533	4.97592452691523	4.84999249736937	0.338550548111114
g0355	10	10	10	192.498506385351	217.877771716194	9690.27410253049	7.75964798978378	7.81377871696809	0.339473953251624
g0356	10	10	10	83.7039686342743	84.5429498772089	173.168033826348	6.74582614423047	6.74748808147436	0.0301719046504745
g0358	7	2	2	1.24768230318934	7.15233350229294	161.675713874348	4.09707926719488	4.33087583217548	0.61881713136475
g0361	10	10	10	31.490073407889	38.8570537150896	261.012936380042	5.74528223390079	5.8910722084179	0.138056263832264
g0363	8	2	2	2.22109179650038	15.8568149700339	1449.65073997787	4.24595042593668	4.53746897544561	1.12982598738691
g0365	10	10	9	49.8719110107339	60.2896088717307	1812.83498321285	6.1858992417884	6.21402376002809	0.516536437883208
g0366	10	10	10	105.685114591364	135.497746225829	8549.77695387154	7.00686893775661	7.08570089947683	0.762569821959344
g0369	10	9	6	11.8289518865057	21.1207969230266	413.079870281314	4.99945653280804	5.22001253826796	0.468903317586641
g0370	10	10	10	235.109423171574	248.593452344561	7075.27610029324	8.01845509046908	8.03397065951817	0.188445635409134
g0371	10	10	10	141.455087836695	136.851235150239	1319.08411401265	7.36858263164025	7.29429440287567	0.118929822820071
g0372	10	10	10	20.5045915034672	19.1036702332295	50.5918652109051	5.38043937202149	5.30028146514456	0.0852628819601585
g0373	8	2	0	2.30802024865154	2.77498216704457	6.33300939305235	4.24693031906391	4.21421211605263	0.141272611844468
g0374	10	10	10	19.8167326343641	58.5858047099122	7298.60535084752	5.36025205617626	5.83818194409568	1.21612224046392
g0377	7	4	2	2.64825373998614	4.71355737122214	28.863475808446	4.30489453966264	4.32281835206924	0.312365570332685
g0378	10	10	10	202.125760042306	190.814119410962	958.826000416886	7.8235147214674	7.73445931414243	0.0497033575157037
g0379	10	10	10	92.2328989527645	94.6978528952291	2862.07817662755	6.85362569168675	6.71575466797528	0.615039049748625
g0380	9	7	6	74.7192658985126	98.8271101419793	13633.6477536303	6.59929434274473	6.1007754788244	3.06757291864605
g0381	10	10	10	74.0828335551287	84.8780634775544	1389.89712500983	6.60755237599837	6.66871294773591	0.314254493056448
g0382	1	0	0	0	0.448385330535789	2.01049404639689	3.6491789472175	3.73419069444233	0.0722699716621738
g0383	10	10	10	34.2803438412065	48.2043014106503	1614.11551203417	5.80271556618193	5.94369914125162	0.583765220443424
g0385	7	5	4	5.8029222345777	8.20099776773423	71.5753065390572	4.5374052280169	4.51755173412816	0.536903481299097
g0386	10	10	10	2271.07585021427	2106.91969635508	633994.723125627	11.164857105208	10.9577826318429	0.344207812378469
g0387	10	3	3	2.16819323808575	5.44820991684995	34.5903261090759	4.24189714936539	4.47086259346742	0.189024149417591
g0388	9	8	7	30.3023916522543	25.5841442412088	362.069194748582	5.71119601439033	5.32397734579585	0.752482740959987
g0389	10	9	7	46.4408519210905	52.1327358690097	1924.72979508143	6.04829470681574	5.89679048563723	1.0989726948097
g0390	5	1	0	0.855554471783893	2.28436935298932	8.16698294435086	3.91408357048207	4.06592975882246	0.213651788667256
g0391	9	3	0	2.5589010616533	3.6487469023656	9.90669287483703	4.28937556669452	4.32886808079499	0.133986605608524
g0392	10	10	10	2526.51845398479	2465.47802792515	985072.107602278	11.3151493362851	11.1727811694649	0.363411246288053
g0393	10	10	10	1592.64602237788	1678.87882241444	246906.412984497	10.654844981287	10.6788732944143	0.180073060634948
g0394	9	5	4	5.36559147411864	9.96292043117432	119.198654719259	4.56681437419697	4.70981238124417	0.388270044919652
g0395	10	10	10	43.4600491958448	45.5816994246699	160.970093308681	6.047859907859	6.07410812458198	0.0588596558649028
g0397	1	0	0	0	0.0941641265673729	0.0886688273219621	3.6491789472175	3.68858039881205	0.0155247438775776
g0399	5	2	1	0.527762897321334	2.86023606734042	23.6556769107596	3.85768180461058	4.07254605045025	0.296030464153899
g0400	10	10	10	69.6065530822075	79.9697664149856	714.79060419616	6.53541873071225	6.65038171962645	0.132605663380213
g0401	10	10	10	1891.74416826662	2074.50331463336	494822.569250342	10.8923632234061	10.9619501519132	0.23849223799671
g0402	9	7	5	10.011404553738	19.7001424286965	552.326964398914	4.87774975596839	5.05758947990528	0.735306887931953
g0406	9	1	0	1.64719881776589	2.40070233246015	5.31801851723815	4.16900761446424	4.20049096684668	0.0926309234068539
g0407	2	0	0	0	0.140586770772044	0.094661703630438	3.6491789472175	3.7167737136058	0.0207100831114012
g0408	10	10	10	35.5278906829129	36.089465676489	80.0310617703533	5.85553223937307	5.8521740097436	0.0523302965148972
g0409	4	0	0	0	0.654492339160664	0.764981231919844	3.6491789472175	3.85529407108922	0.072096000676529
g0410	8	8	7	14.4509900550516	15.3031626681665	133.273402209584	5.13135237331189	4.95317208863669	0.587600943349217
g0411	3	0	0	0	0.627143809484011	1.26740582896899	3.6491789472175	3.82079982523422	0.0810492244586451
g0413	10	10	10	166.72722260845	201.531391154259	5851.40773413417	7.57641829218107	7.75155883522476	0.206980342458344
g0414	10	10	10	55.4378284082498	48.6732889266278	402.067484221788	6.29313250722164	6.09034831907023	0.230735762473195
g0415	9	5	1	5.23087707138802	5.18203800739303	11.9912910124813	4.55688025874893	4.48055743870702	0.144813009941302
g0417	9	6	2	5.18246250151345	5.77576812375236	21.847206107796	4.56107024700016	4.50460582501451	0.193278289356384
g0418	10	10	10	179.45350402704	222.03132373391	11232.9470798312	7.67082003230557	7.85039630645537	0.266557846504835
g0419	9	7	4	8.46678114369922	16.7179355316273	301.742414184965	4.80262087366528	4.96578961811684	0.669328759973044
g0420	1	0	0	0	0.0878104810399103	0.0771068058046044	3.6491789472175	3.68723581998146	0.0144832556457185
g0421	7	2	0	2.39191858995379	2.8127850613101	9.46578118190546	4.26548415512412	4.18021129456662	0.186442758210648
g0422	3	1	0	0	0.899378708086286	3.44438938553156	3.6491789472175	3.84725453855348	0.117652924627484
g0424	4	0	0	0	0.463827107535105	0.408917929616036	3.6491789472175	3.82222640526669	0.0515203655285653
g0425	2	0	0	0	0.315759380326085	0.444703522609072	3.6491789472175	3.75096836423523	0.0460894023111617
g0427	3	0	0	0	0.315009361442675	0.353857177331541	3.6491789472175	3.76994269195428	0.0413579524662834
g0430	1	0	0	0	0.0527762897321334	0.0278533675789009	3.6491789472175	3.67871684084185	0.00872487159763146
g0432	9	8	8	44.0412015938752	41.9962809681394	826.238437221968	6.03167477561279	5.71221734819774	1.1105394748463
g0433	6	0	0	1.06078822254538	1.40564745017362	2.54598984001738	4.06470406933267	4.00585232972913	0.112713410223704
g0434	10	9	9	14.4410398794474	14.5943418362449	26.4318139678133	5.1309759592425	5.11181397649711	0.0671470045177865
g0437	9	7	6	10.9967597964907	10.2669083718488	49.0622643011531	4.95427396129927	4.78489668445074	0.302149042333058
g0438	10	10	6	13.0362701242953	16.6097821714576	132.038977495227	5.05353428844084	5.14099504741737	0.214261125464142
g0439	3	1	0	0	1.04120057822191	3.59446402772082	3.6491789472175	3.86801874616496	0.133667829005306
g0440	10	10	10	275.404468833288	279.218992853505	7685.14853365142	8.22837083605105	8.20199919309726	0.13186636573564
g0441	10	10	10	123.665997103855	152.699569256371	4110.46801388974	7.20633257127365	7.39164266665407	0.222419267840527
g0442	2	0	0	0	0.427932396459191	0.974288431883913	3.6491789472175	3.76498479194756	0.0627177986589219
g0443	10	10	10	99.8058797114626	101.654694152874	1325.93610860662	6.94981615628853	6.91597782391434	0.174269814278469
g0444	1	0	0	0	0.171110894356779	0.292789381675766	3.6491789472175	3.70215987187042	0.0280697837707759
g0445	10	10	10	106.639776169223	107.160822780802	1531.13020950016	7.02719155732805	6.96676275345343	0.225390275781885
g0446	10	4	0	3.02972169449017	4.08211076006578	9.68315318089464	4.35077316906706	4.40118451634182	0.0952500388928416
g0448	5	2	0	0.427777235891946	1.59501747488488	6.35341142511194	3.83701799405427	3.97943275659411	0.163320879569494
g0449	10	10	10	87.2712101738748	98.2092657294519	3413.79777289543	6.79367499239688	6.77188460401459	0.508847889120625
g0450	10	8	7	16.9823137852866	84.3777293949859	24480.945083399	5.23497657656839	5.64937463378334	2.7055517401623
g0451	10	7	3	7.35534814394437	8.56435161675554	24.5284189578065	4.72713789109109	4.76782523655251	0.0857129066209421
g0452	10	10	10	449.370987537241	390.398403739059	13738.7073108589	8.88914184230617	8.63300271987306	0.231125539590484
g0453	10	10	10	466.944489978879	618.432091934752	119811.252526424	8.94150903516286	9.184176540929	0.408249302879572
g0456	10	8	6	17.671056949446	27.5688277272004	871.678210339289	5.23426174915764	5.33973729263775	0.763583405972238
g0457	10	10	9	39.2314041694823	38.1769792846807	530.866196281484	5.94866784341195	5.78408466717246	0.439964459687578
g0458	10	10	10	200.277444296655	235.352963773223	12409.3411315662	7.79674123910097	7.90443827046606	0.367772697650891
g0459	10	9	8	182.725842148743	372.30229662336	216502.385818739	7.69047422208008	7.63800712536495	3.84626154189159
g0460	10	9	4	9.46632327407276	22.7670200370065	600.359097465957	4.86585535223105	5.23596998015066	0.572315132634113
g0461	10	10	10	231.553869673424	304.393755640037	57710.7091160751	7.9911811829558	8.02761572361148	1.11279581369828
g0462	10	9	8	19.8459676216562	25.9169105132066	373.419856991594	5.35276286072724	5.43073912950933	0.400400100351206
g0463	2	0	0	0	0.277089576751308	0.353179874118418	3.6491789472175	3.74428369257033	0.0405499981716203
g0465	1	0	0	0	0.0941641265673729	0.0886688273219621	3.6491789472175	3.68858039881205	0.0155247438775776
g0466	2	0	0	0	0.264825373998614	0.318159271272815	3.6491789472175	3.74231132717396	0.0387474686770956
g0467	10	10	9	14.8379552817766	15.8960357619548	30.3809058141357	5.14946721334805	5.17373199931565	0.060419899153663
g0469	1	0	0	0	0.105552579464267	0.111413470315604	3.6491789472175	3.69087951869612	0.0173893766164304
g0470	10	10	9	142.573990411324	113.393018809892	6885.29200069315	7.37926649878396	6.70014936109862	1.56971315167105
g0471	10	10	10	82.4295068906091	85.7661926447999	879.844562132541	6.7284300940934	6.71230936780755	0.21301290913611
g0472	10	10	10	518.528824763322	547.790692481786	18719.75051967	9.08373432340535	9.12516676642358	0.114810502458949
g0473	2	2	1	0	1.62991784953037	12.8547551220307	3.6491789472175	3.87362541441767	0.228574285447643
g0475	9	3	0	3.15759380326085	3.49355597148278	7.92553996660788	4.36529509630911	4.31943735862124	0.122659666754276
g0478	10	7	5	14.1276013939176	13.2254685335525	82.6530459164222	5.07570620872916	4.95772578305585	0.283265444345937
g0479	10	10	10	344.549387706958	365.002744272228	9862.90591993619	8.52693788424928	8.56533739958144	0.128894168061232
g0480	10	10	10	68.6497860232314	70.02765236039	206.419373920138	6.52403146688215	6.52929196200414	0.0515590543144295
g0482	10	10	10	263.532267771229	251.101377647333	15024.6375063834	8.14987827707477	7.91138042510848	0.804938314430167
g0483	10	10	10	105.981175461415	112.797873462915	1089.02696719454	7.02058121222185	7.05566026165339	0.125927488466304
g0484	10	8	4	8.46453900916157	11.0397473740291	103.19575300803	4.8018897366946	4.85558879052878	0.212432940418638
g0485	10	10	10	121.636142096234	122.26895356679	3856.37442511859	7.18580589508657	7.0688000755414	0.397438209294149
g0486	10	7	7	10.7401310278008	15.5102519785784	359.901692140693	4.94023831638127	4.97751863216146	0.442224452562158
g0487	10	10	10	45.6169975618592	51.147892646633	211.270930747809	6.09608004637097	6.18381054793988	0.0846525770792185
g0488	10	10	10	106.361614996753	104.499746537517	2930.53189561638	7.02363647013749	6.83615631579046	0.624635299929525
g0489	1	0	0	0	0.282492379702119	0.79801944589766	3.6491789472175	3.71701005172982	0.0460105873936061
g0490	10	10	10	40.7378690560744	41.6175832922614	134.202680173232	5.98515927900163	5.98092515563703	0.0744642618233028
g0491	10	10	10	15.7388489556775	19.5764867865368	83.069511233344	5.19042837199285	5.31000601431884	0.102715141496888
g0492	10	10	10	101.464117387529	575.516393601133	879606.058284192	6.95831875172002	7.71087818893848	4.56281568629655
g0493	1	0	0	0	0.161725979597957	0.261552924769189	3.6491789472175	3.70070213844902	0.0265463923467975
g0494	10	10	10	30.3164530976117	30.9947182530019	93.5287139744142	5.7104161885484	5.70255366176706	0.0840993275452934
g0495	9	2	2	2.69579360618643	42.4102712554263	8627.47050370264	4.31188225231317	4.87687168489653	2.4004378951129
g0497	7	4	2	4.08455796498234	6.61632194626998	88.2421134862281	4.45907713850625	4.41295320292689	0.451410020671362
g0498	2	0	0	0	0.231860559702264	0.327562006600889	3.6491789472175	3.73290411217175	0.0345306356586925
g0499	10	9	7	13.7000510189232	13.7987376225524	35.6875373682294	5.09379943152794	5.06160504901932	0.09635755274292
g0500	10	10	10	273.181547846591	269.913457657567	2654.97986693284	8.21718424129716	8.18178766908819	0.0648033353635432
g0501	1	0	0	0	0.0878104810399103	0.0771068058046045	3.6491789472175	3.68723581998146	0.0144832556457185
g0502	10	9	9	16.4011791539389	15.1775946227189	20.8726233856317	5.21990640349018	5.13938526986848	0.0703598349567521
g0504	10	10	10	687.448377055922	799.971049069956	113692.58443829	9.47583871777321	9.58590870205348	0.322034907415877
g0506	8	4	2	1.93363060504177	4.63176447441759	22.3503879714592	4.21137171792513	4.34762794792726	0.265594680254369
g0507	5	0	0	0.427777235891946	0.61675310845043	0.490121337695245	3.83701799405427	3.87214696588422	0.0574561514829587
g0508	10	8	6	11.6293928946649	14.0921367562495	77.0175487608225	4.98708041669926	5.03503961585917	0.195149586430557
g0509	8	2	2	1.38935194059906	7.14072279897021	150.39858892375	4.11907739996156	4.38161495419197	0.546439105470847
g0510	10	10	10	36.0130199645951	36.7874885689651	246.59718381738	5.86765538622931	5.8260895220071	0.189074368275535
g0511	10	10	9	12.0743670818776	13.3238847408494	24.4197862726696	5.01311866308945	5.05414357414198	0.0540110988948732
g0512	10	10	10	333.450542709623	341.229456442569	8008.14133589543	8.48391566423124	8.47496034882412	0.131350230118184
g0513	2	0	0	0	0.273883700313135	0.392067081566195	3.6491789472175	3.74229834062267	0.0403355182995211
g0514	10	9	8	17.3667659179347	19.0547242706295	121.693664920337	5.26069778627164	5.25057184442668	0.213321452296065
g0515	10	10	10	50.5563279854959	51.5586174252507	808.237666059137	6.19958805139831	6.1111800993623	0.335861213079616
g0516	10	7	5	10.0285702371522	8.68018971998941	17.3242183322299	4.89933385181714	4.77565874506525	0.0904659380337856
g0517	9	8	6	16.311057053623	16.7538816237924	139.552111823797	5.20836850030109	5.07196573141955	0.449044334572829
